date,期货
2023-11-09,-0.003672663084963737
2023-11-10,-0.007874327868172926
2023-11-13,0.01428173746788577
2023-11-14,0.0029954205219639564
2023-11-15,0.0008302578871386265
2023-11-16,-0.0006067916522894522
2023-11-17,0.00016280992380752904
2023-11-20,0.002455288996256733
2023-11-21,0.008203276208048933
2023-11-22,-0.003809848931366029
2023-11-24,-0.00537645938691018
2023-11-27,-0.006608757864906656
2023-11-28,0.00977939741760163
2023-11-29,0.012321414106600415
2023-11-30,0.0013678429588308083
2023-12-01,-0.0070556976362135294
2023-12-04,-0.011421171347183635
2023-12-05,0.007079699484802249
2023-12-06,-0.0069134893079040634
2023-12-07,0.0036196160297937508
2023-12-08,-0.006161922758912349
2023-12-11,-0.011808982530427614
2023-12-12,-0.001734385661325602
2023-12-13,-0.004711042534431505
2023-12-14,0.01654681961039415
2023-12-15,0.021389707779653357
2023-12-18,-0.002554737545407223
2023-12-19,0.002805511777543514
2023-12-20,-0.0034251952617772212
2023-12-21,0.002321785963108633
2023-12-22,0.004081971066000814
2023-12-27,0.009610337020756823
2023-12-28,-0.006727380643879403
2023-12-29,-0.005204288380952301
2024-01-02,-0.010685474245992716
2024-01-03,-0.001662605953524859
2024-01-04,0.003610946963527911
2024-01-05,3.833524320826523e-05
2024-01-08,-0.016833829275237494
2024-01-09,0.008296406673389045
2024-01-10,-0.002641469515238531
2024-01-11,-0.002877783948290373
2024-01-12,-6.294487546453127e-05
2024-01-16,-0.009997508089893522
2024-01-17,-0.005575634354076349
2024-01-18,0.00818928118993489
2024-01-19,0.002668393244525163
2024-01-22,0.0028956922579602925
2024-01-23,-0.00035797344266768835
2024-01-24,0.005709026677819693
2024-01-25,0.004831803021620416
2024-01-26,-0.004626792858582779
2024-01-29,-0.005788552687436085
2024-01-30,0.01491501240102782
2024-01-31,-0.0017405686811472238
2024-02-01,-0.002851870066342776
2024-02-02,-0.01013163456454189
2024-02-05,-0.0028951229827775876
2024-02-06,0.0010255864705265138
2024-02-07,-0.0006761244065298677
2024-02-08,0.0009839958669902679
2024-02-20,-0.009030418003357403
2024-02-21,-0.007236316457266201
2024-02-22,-0.0030805674799671565
2024-02-23,-0.006439033859060633
2024-02-26,0.0060896511896888625
2024-02-27,0.017513458065032187
2024-02-28,-4.001813316269849e-05
2024-02-29,0.003908968868293345
2024-03-01,-0.003237523034908263
2024-03-04,0.008615417768767761
2024-03-05,-0.004108788174076974
2024-03-06,0.0038061862790623882
2024-03-07,0.006752482991977601
2024-03-08,0.0037461135230180955
2024-03-11,0.004147036071363026
2024-03-12,-0.005029741666126114
2024-03-13,0.004766791059433859
2024-03-14,-0.005103034897739858
2024-03-15,0.010413690233196129
2024-03-18,0.006002587333725572
2024-03-19,0.004734773645675849
2024-03-20,-0.004761829504803492
2024-03-21,0.005290762746009781
2024-03-22,-0.00529548143478437
2024-03-25,0.004841798350532587
2024-03-26,-0.006212547909144941
2024-03-27,0.0029089771413644966
2024-03-28,0.02178173711787001
2024-04-02,-0.0012376794050392454
2024-04-03,0.01271379754270286
2024-04-08,0.013113691182814488
2024-04-09,-0.004375953886827924
2024-04-10,0.0014282393731538572
2024-04-11,-0.002624443784746683
2024-04-12,0.0070252952338445435
2024-04-15,-0.002403159916731041
2024-04-16,0.0037497160592351256
2024-04-17,-0.003667761182352274
2024-04-18,-0.008004394564265032
2024-04-19,0.017836261685671238
2024-04-22,-0.011255161011151036
2024-04-23,0.011603010334471477
2024-04-24,-0.0026043718073431857
2024-04-25,-0.0015268176544647157
2024-04-26,0.007756502794026835
2024-04-29,-0.003004965847270621
2024-04-30,-0.014115207812165102
2024-05-07,0.009491395566514965
2024-05-08,-0.006139638703157652
2024-05-09,0.0026540368622075088
2024-05-10,0.017926771659681984
2024-05-13,0.0015751885698588987
2024-05-14,-0.0041750321437738405
2024-05-15,0.014919104728939106
2024-05-16,-0.004541644009136668
2024-05-17,0.002583553025942649
2024-05-20,0.014756135228672435
2024-05-21,-0.003591796506919709
2024-05-22,-0.007764206766008308
2024-05-23,-0.009030418212990585
2024-05-24,0.0015218415185281246
2024-05-28,0.007276594262671338
2024-05-29,-0.009824648390627008
2024-05-30,-0.003913015169961549
2024-05-31,-0.0076963991331175175
2024-06-03,-0.003805851886255627
2024-06-04,-0.009030411862107672
2024-06-05,0.0029218026321529474
2024-06-06,0.013501516249517394
2024-06-07,-0.016272101215602047
2024-06-11,0.005356294629607233
2024-06-12,0.008107910942227382
2024-06-13,-0.0032755812326716836
2024-06-14,-0.0012655590451403475
2024-06-17,-0.003761149609592979
2024-06-18,0.007836318057397165
2024-06-20,-0.0037132543341971014
2024-06-21,-0.014592410859776854
2024-06-24,0.001807278800337297
2024-06-25,-0.011414556875788632
2024-06-27,-0.00021689265962660485
2024-07-01,-0.005816428554386008
2024-07-02,-0.0027432657441580077
2024-07-03,0.005566618871142553
2024-07-05,0.011053788758178928
2024-07-08,-0.023977387333516467
2024-07-09,-9.509278998286685e-05
2024-07-10,0.0028046519243592367
2024-07-11,0.014260869595178456
2024-07-12,-0.002698493146041297
2024-07-15,0.0015886783050628728
2024-07-16,0.007943003453625131
2024-07-17,0.006444363429288402
2024-07-18,-0.006419365390299593
2024-07-19,-0.013901553834743507
2024-07-22,0.007187235821485679
2024-07-23,-0.0023977033825800724
2024-07-24,0.0041623916863674296
2024-07-25,-0.009836386831044699
2024-07-26,-0.007495488174607644
